Plate,Brand,Model,Battery
4264 VKG,Toyota,RAV4,52
4374 WKP,Mercedes-Benz,C-Class,54
7616 GSR,Peugeot,3008,76
1215 MHS,Toyota,Yaris,90
6654 BXT,Audi,A3,65
5729 VKX,Audi,A3,86
0824 KHD,Renault,Kadjar,99
9129 BRM,BMW,M3,41
8910 RKW,Mercedes-Benz,GLC,65
3385 XSG,Ford,Mustang,77
3630 NBC,Renault,Captur,37
5682 ZXN,Toyota,Yaris,93
3106 ZFD,BMW,i3,69
1822 GRK,Volkswagen,Passat,91
4597 SFG,Audi,A4,31
5303 CJM,BMW,X3,57
6366 XJN,Mercedes-Benz,C-Class,83
3584 VGJ,BMW,X5,60
3101 BBW,Renault,Megane,95
8828 WWG,Ford,Mustang,60
1671 XYP,Volkswagen,Passat,66
5138 FGY,Ford,Explorer,85
0594 MDP,Peugeot,308,73
7537 WNN,Ford,Mustang,48
3057 BGB,Peugeot,3008,54
0987 WVT,Ford,Focus,38
2755 JSP,Ford,Focus,93
4431 JCT,Peugeot,2008,67
9476 NLP,Hyundai,Tucson,85
6947 HXP,BMW,X3,35
1732 PWN,Peugeot,2008,34
0833 MWB,Toyota,Yaris,79
4136 CDP,Honda,HR-V,33
0699 SBK,Hyundai,i30,20
8434 ZFY,Hyundai,i20,48
8464 CNG,Mercedes-Benz,C-Class,47
2825 RNT,Ford,Fiesta,91
7390 FLB,Audi,A3,91
4158 GNZ,Hyundai,Santa Fe,32
5494 JSH,Mercedes-Benz,C-Class,89
1514 NJL,Hyundai,i20,48
3850 TJZ,Toyota,Corolla,77
3266 MFP,Honda,HR-V,93
9549 TZM,Audi,A4,32
7373 RJH,Audi,Q5,20
2936 FHT,Audi,A4,66
8226 GBM,Honda,Accord,88
1144 VWF,Hyundai,i30,45
9257 CGM,Hyundai,i30,100
8884 HTR,Mercedes-Benz,E-Class,98
0013 FPZ,Hyundai,i30,94
7006 WVM,BMW,i3,76
6344 DMH,Renault,Kadjar,76
8673 VZL,Audi,Q5,98
0047 JDT,Hyundai,Tucson,76
5672 TYM,Peugeot,2008,77
2629 MPT,Ford,Fiesta,69
3187 TGR,Honda,HR-V,64
8770 ZLS,Mercedes-Benz,E-Class,100
2068 ZZD,Volkswagen,Golf,27
0497 SKV,Volkswagen,Tiguan,79
6052 KPF,Hyundai,Santa Fe,42
9070 MFN,Audi,Q5,95
8483 PGK,Ford,Mustang,92
9618 VHR,Peugeot,308,70
2054 BDF,Hyundai,Tucson,43
4491 NZK,Audi,Q5,58
9554 LZW,Mercedes-Benz,E-Class,66
3424 ZLY,Hyundai,i20,49
0765 YPS,Volkswagen,Polo,83
6469 KJP,Toyota,Yaris,49
6359 VYM,Hyundai,i20,48
4563 LZK,BMW,X5,48
0421 MPP,Mercedes-Benz,E-Class,54
5110 GZY,Honda,HR-V,21
9504 XRJ,Hyundai,Tucson,20
7724 RCD,Honda,HR-V,48
4756 KFX,Honda,HR-V,23
4918 WFV,Volkswagen,Tiguan,86
4612 SGM,Peugeot,3008,21
0689 HNX,Toyota,Prius,29
0743 BHC,Hyundai,i30,48
1229 ZHT,Honda,Civic,25
1557 MCB,Mercedes-Benz,E-Class,44
0512 SRS,Toyota,RAV4,73
6548 PKF,Ford,Explorer,27
6732 YLF,BMW,M3,83
8119 LHF,Volkswagen,Golf,35
1322 RVK,Mercedes-Benz,GLC,36
6572 MYK,Hyundai,i20,88
0518 JML,Ford,Focus,49
1792 TDN,Ford,Explorer,82
0829 YZX,Volkswagen,Polo,36
9979 MHC,Volkswagen,Tiguan,65
0333 MHZ,Toyota,Prius,87
8645 FCT,BMW,X5,100
1701 NCT,Ford,Focus,100
8604 SXM,Renault,Kadjar,55
9888 MRX,Ford,Explorer,66
2597 PNT,Mercedes-Benz,E-Class,29
5468 DKM,Volkswagen,Golf,53
3030 DVZ,Ford,Explorer,89
3586 PWJ,Ford,Explorer,59
7541 VZP,Renault,Clio,42
7870 NCR,Audi,Q5,58
3002 GHB,Toyota,Prius,30
4824 YWN,Toyota,Yaris,87
9067 TBZ,Toyota,Yaris,81
6453 FKS,Peugeot,308,47
3955 TSY,BMW,M3,71
1624 JCK,Hyundai,Santa Fe,73
5243 WNH,Mercedes-Benz,GLA,94
8446 ZWR,Audi,Q7,87
3959 GLW,Mercedes-Benz,GLC,78
9154 WRD,Toyota,Prius,29
6842 BXK,BMW,M3,53
0349 XNR,Renault,Kadjar,52
8403 GYC,Hyundai,i30,58
6270 JHF,Hyundai,i20,82
5500 WZW,Volkswagen,Tiguan,57
0569 PPL,Toyota,Yaris,97
3845 DPL,Peugeot,2008,55
4624 KNW,Mercedes-Benz,C-Class,62
7271 KDY,Ford,Fiesta,32
9083 MTY,BMW,X3,71
2848 YZR,Mercedes-Benz,E-Class,30
7477 WSM,Hyundai,i20,99
9611 ZCR,Volkswagen,Passat,61
9982 FVM,Toyota,Corolla,63
3875 TZR,Volkswagen,Tiguan,25
9685 PHY,Ford,Mustang,87
1802 PJB,Toyota,Prius,75
5239 VFH,Mercedes-Benz,E-Class,66
2468 BDM,Renault,Captur,87
5602 TPH,Honda,Accord,71
4239 NBT,Renault,Clio,39
7770 KCR,Mercedes-Benz,GLC,92
3731 CBY,Mercedes-Benz,GLC,54
4341 NYG,BMW,M3,97
6754 DPH,Volkswagen,Golf,41
2016 SKV,Audi,A4,82
9642 JXD,Hyundai,i20,81
4646 VMD,Mercedes-Benz,GLC,27
4227 KJB,BMW,M3,44
2445 KZV,Volkswagen,Golf,37
0348 XDV,Volkswagen,Golf,93
2369 KPC,Renault,Megane,55
5736 KFX,Audi,A4,83
9511 NJS,Toyota,Corolla,30
0402 BGD,Mercedes-Benz,C-Class,77
1842 NXF,Renault,Kadjar,45
1567 WHS,Mercedes-Benz,E-Class,90
2099 VSC,Mercedes-Benz,GLC,86
6343 ZRR,Ford,Mustang,54
6049 NKP,Ford,Fiesta,96
6301 XNB,BMW,X5,69
8823 TWL,Audi,A4,69
9387 JXP,Ford,Fiesta,100
1932 MWS,Ford,Explorer,32
8508 XHW,Mercedes-Benz,GLA,39
4633 KSY,Toyota,RAV4,41
3180 VRK,Renault,Clio,70
3046 CZS,Volkswagen,Golf,34
7114 MVS,Audi,A4,39
8873 ZTL,Ford,Mustang,22
7820 JLX,Renault,Megane,97
0741 MFS,Volkswagen,Tiguan,78
0916 XTL,Volkswagen,Passat,44
6193 TRC,Mercedes-Benz,GLC,22
3045 MZJ,Renault,Captur,59
7765 SGL,Hyundai,i30,77
3371 HNL,Audi,A4,43
0841 RSC,Peugeot,308,61
8706 CRB,Volkswagen,Tiguan,94
5127 ZMC,Ford,Mustang,62
5295 MGL,Ford,Focus,20
1579 WKD,Honda,HR-V,78
8480 PLR,Volkswagen,Golf,51
4223 BJL,Audi,Q5,100
7959 BYD,Audi,A4,96
4258 NKM,BMW,X3,86
7937 VJZ,Renault,Captur,85
4491 JDM,Hyundai,Santa Fe,40
6593 VNB,Volkswagen,Tiguan,70
6166 RCZ,Honda,CR-V,43
3472 HWN,Renault,Clio,36
5814 FKT,Mercedes-Benz,E-Class,39
6622 MXS,Mercedes-Benz,GLC,78
2625 NSM,Renault,Captur,82
3196 JDV,Toyota,Prius,43
1463 RKT,Mercedes-Benz,GLC,35
5941 VLV,Audi,A4,29
9602 VGJ,Renault,Captur,20
6661 PRD,Honda,CR-V,33
8288 HFG,Renault,Kadjar,60
0983 SBK,Honda,Accord,22
7256 LCP,BMW,i3,74
5699 PFJ,Honda,HR-V,31
6719 RGK,Hyundai,i30,63
1779 DZY,Toyota,Prius,74
1115 YYG,Peugeot,208,30
7666 BTF,Ford,Explorer,33
9157 TXS,Toyota,Corolla,47
3012 DVL,Honda,HR-V,35
7600 TVX,Audi,A3,88
5153 MSG,BMW,X3,36
8827 BZW,Volkswagen,Passat,88
5714 KZH,Audi,Q7,74
3698 TKR,Volkswagen,Golf,98
0267 SZV,Honda,CR-V,31
3932 NHY,Hyundai,i20,55
0663 LWG,Volkswagen,Tiguan,60
0022 ZJD,Hyundai,Tucson,60
6718 PPW,Honda,Civic,60
5344 ZMY,Toyota,Corolla,35
2641 TLL,Audi,Q5,34
5154 NFH,Hyundai,Santa Fe,21
9532 FZB,Toyota,RAV4,86
1587 TSV,BMW,i3,93
1437 YSC,Peugeot,308,94
7170 ZRJ,Honda,Accord,72
5759 GGB,BMW,i3,43
4155 RFY,Mercedes-Benz,E-Class,59
3719 CKZ,Toyota,Yaris,70
6182 GKC,Peugeot,2008,60
0565 JNL,Ford,Focus,98
0529 XHY,Audi,Q5,55
7990 WJC,Audi,A3,93
2654 VBY,Ford,Explorer,69
8749 WVG,Volkswagen,Polo,88
5291 HSB,Mercedes-Benz,GLA,61
2191 SFG,Volkswagen,Golf,88
8746 JHK,Audi,Q5,64
9429 XSS,Mercedes-Benz,E-Class,81
9399 FXX,Renault,Megane,25
1755 LND,Audi,A3,40
7867 BTK,Hyundai,i20,55
5502 SYD,Renault,Megane,29
4417 ZRM,Audi,A3,68
8213 GGM,Audi,A4,73
8324 WFS,Mercedes-Benz,C-Class,49
2450 ZBC,Peugeot,3008,66
4416 LHB,Hyundai,Santa Fe,90
4816 VSS,Volkswagen,Golf,63
1324 BJW,Mercedes-Benz,C-Class,70
3537 FBZ,Honda,Accord,57
6940 KHC,Volkswagen,Golf,39
6171 TSS,Volkswagen,Golf,56
2377 SHK,Honda,Accord,36
4072 SMH,Hyundai,Santa Fe,87
1057 BRF,Honda,Accord,46
8556 SKP,Toyota,Prius,93
6929 GWM,Renault,Kadjar,36
5552 HRM,Peugeot,2008,89
0371 XHY,Peugeot,208,92
4770 MWS,Mercedes-Benz,GLC,80
5178 JSW,Hyundai,Tucson,31
0926 PYM,Renault,Captur,39
8446 SYZ,Toyota,Yaris,38
4326 BMD,Renault,Kadjar,61
0803 GJZ,Peugeot,3008,71
4793 LDY,Volkswagen,Passat,69
7152 JLF,Peugeot,3008,82
8236 ZBS,Honda,CR-V,20
2259 DMJ,BMW,i3,93
3369 PVM,Honda,HR-V,44
2778 LKD,BMW,X3,94
4191 BJG,Mercedes-Benz,GLC,56
6301 ZYX,Honda,Civic,51
2209 SCK,Toyota,RAV4,83
5100 WBZ,Renault,Megane,100
1760 NWV,Hyundai,Tucson,47
9159 YMB,Honda,Accord,59
5884 JNS,Peugeot,308,77
1060 YSS,Toyota,Prius,58
4124 DPZ,Peugeot,2008,51
1628 JKS,Volkswagen,Golf,25
9732 DYF,Volkswagen,Polo,43
0980 TTB,Peugeot,308,68
8872 BGN,Peugeot,2008,20
9503 DBB,Peugeot,2008,89
4257 XZK,Honda,CR-V,41
6944 ZBX,Honda,Civic,55
8673 BDW,Audi,Q7,65
1867 HFR,Peugeot,2008,46
7392 BYH,Mercedes-Benz,C-Class,80
9287 CRP,Mercedes-Benz,GLA,51
8295 TNX,Audi,Q5,29
3773 MNW,Ford,Fiesta,63
4445 YSD,Hyundai,i20,98
6028 PZH,Honda,HR-V,72
3049 ZDG,Audi,A4,49
4372 JTT,Peugeot,208,51
6732 NSD,Hyundai,Santa Fe,92
9458 VWL,Renault,Captur,88
2479 JBH,Ford,Mustang,91
3567 GXZ,BMW,i3,87
6666 VFL,Mercedes-Benz,E-Class,65
9929 DWD,Mercedes-Benz,GLC,53
7475 WPB,Toyota,Prius,58
5731 LBH,BMW,X3,88
9228 JJG,BMW,M3,52
8441 JKM,Hyundai,Santa Fe,61
1237 DMV,Toyota,Prius,44
0877 DZT,BMW,i3,90
3223 MFD,Honda,CR-V,69
5019 WSB,Toyota,Prius,36
4835 WVB,Mercedes-Benz,GLA,43
2393 GNK,Audi,Q5,42
2552 XLM,Hyundai,i20,35
9917 GXR,Peugeot,2008,42
2703 LZN,Hyundai,i30,56
1542 TZK,Ford,Explorer,38
9284 YCM,Ford,Explorer,69
3611 HBM,Audi,Q7,63
2519 WPP,BMW,i3,42
3678 YSL,Ford,Mustang,40
4808 DDH,Honda,Accord,78
9693 DFZ,Hyundai,i30,60
2245 WRR,Hyundai,i30,86
0459 VCP,Volkswagen,Polo,84
6829 BNT,BMW,X3,45
3638 BHS,Ford,Fiesta,50
7160 HPY,Volkswagen,Polo,30
0256 ZCS,Peugeot,2008,78
8863 KTR,Hyundai,i20,33
6501 VGM,Audi,Q5,22
9698 CLR,Renault,Kadjar,60
8545 RHN,Peugeot,3008,99
1511 JJH,Audi,Q5,31
6768 VCW,Toyota,Yaris,68
6148 NJC,Ford,Focus,68
7824 YBL,Ford,Explorer,87
2055 TWT,Hyundai,Tucson,38
1447 SMK,Volkswagen,Golf,64
9397 FZH,Mercedes-Benz,E-Class,72
8198 LTS,Toyota,Prius,47
4354 YDD,Volkswagen,Tiguan,80
0078 DLL,Audi,Q5,81
7860 XWX,Volkswagen,Tiguan,27
5595 BHD,BMW,M3,83
7036 CPW,BMW,X5,74
0962 MCW,Renault,Captur,50
2663 JGZ,Renault,Captur,70
9940 YNY,Peugeot,2008,75
5625 XMS,Toyota,Corolla,49
3395 RVS,Renault,Kadjar,82
5782 VSH,Ford,Focus,32
4856 NNJ,BMW,X3,75
5520 NCC,Hyundai,Tucson,69
7645 YLJ,Volkswagen,Passat,89
5546 JFC,Toyota,Corolla,81
8654 XVK,Toyota,RAV4,79
5888 BHM,Mercedes-Benz,GLA,96
8505 KVP,Peugeot,208,87
7313 DSL,Honda,Accord,34
8830 XSV,BMW,X5,87
5269 HBX,BMW,X5,77
9967 PNC,Audi,Q5,97
3716 FBK,BMW,X5,62
4812 ZCG,Ford,Fiesta,32
1246 DWW,Renault,Megane,61
3660 KVH,Peugeot,308,37
8432 SBR,Mercedes-Benz,GLC,59
6431 CSL,Ford,Mustang,47
9490 HVM,Ford,Focus,56
4965 HZG,Peugeot,208,22
3642 NCP,Mercedes-Benz,C-Class,70
9462 LFL,BMW,M3,48
0678 DPS,Volkswagen,Golf,58
8642 LGS,Honda,HR-V,33
1146 KHR,BMW,X5,63
7545 ZVZ,Toyota,Yaris,59
3098 KLZ,Mercedes-Benz,GLC,81
8241 JCJ,Mercedes-Benz,E-Class,28
4452 RWZ,Renault,Megane,94
5530 DHY,Peugeot,3008,85
5174 WKK,Ford,Explorer,39
7712 NZS,Renault,Clio,34
8146 DXT,Ford,Mustang,61
7915 PDK,Audi,Q7,49
0501 YVK,Hyundai,i20,44
6120 PZY,Renault,Kadjar,77
2994 GFV,Honda,HR-V,42
9200 CVG,Volkswagen,Polo,96
0960 NGV,BMW,X3,35
7227 TMK,Toyota,Corolla,72
5565 GKD,BMW,X5,99
9515 NZF,Hyundai,i30,34
7078 ZSM,Peugeot,2008,36
6427 XBX,BMW,X5,30
7218 ZWX,Ford,Focus,45
7485 DXR,Honda,Civic,80
0203 BSF,Hyundai,Santa Fe,99
7828 HPD,Honda,CR-V,90
9240 CJP,Audi,Q5,86
5565 HCJ,Ford,Mustang,35
3056 TPX,Honda,Accord,100
7921 HRC,Audi,Q5,90
5950 LMS,Peugeot,2008,77
5057 YTZ,Honda,Civic,50
4240 JNJ,Volkswagen,Golf,44
7798 WWT,Renault,Megane,92
0044 VKZ,Hyundai,Santa Fe,77
2457 YPP,Audi,Q7,64
9342 LCD,Ford,Fiesta,68
1311 VSS,Peugeot,208,50
3391 PTN,Hyundai,i30,80
7866 ZGR,Ford,Explorer,23
1494 NLJ,BMW,X3,28
5964 PMY,Audi,A3,26
7308 FKC,Renault,Captur,29
4350 WYY,BMW,X5,62
2158 SWN,Audi,Q5,24
1613 ZSL,Ford,Explorer,71
7497 LZC,Volkswagen,Golf,98
5904 YGV,Renault,Captur,48
4003 DDB,BMW,M3,47
9620 GMT,Hyundai,Santa Fe,33
6714 MPT,Honda,Civic,66
7918 DHM,Hyundai,i20,92
2850 BFD,Audi,A4,88
7338 MCD,Hyundai,Tucson,26
5156 DZZ,Volkswagen,Polo,56
3773 GKB,Volkswagen,Tiguan,28
5868 WRX,BMW,M3,64
7005 DWL,Ford,Focus,29
8021 NCD,Honda,Civic,36
4277 PCP,Peugeot,2008,42
2937 WFK,Honda,Accord,21
8429 PBR,Toyota,Prius,67
0527 ZWN,BMW,X5,52
8401 YKJ,Hyundai,Santa Fe,45
3597 CJM,Ford,Focus,24
6295 ZPY,Volkswagen,Golf,70
6033 GWP,BMW,X3,95
1101 YPF,Peugeot,208,100
9277 KFG,Toyota,Yaris,78
1937 TXJ,Honda,CR-V,84
8981 SJS,BMW,M3,93
6343 GMH,Honda,CR-V,80
2435 YKN,Ford,Focus,30
8141 PTM,Toyota,RAV4,21
7979 NTY,Honda,Accord,42
4329 HTV,Volkswagen,Polo,55
3212 VFW,Hyundai,i30,38
7246 VGH,Honda,HR-V,37
3235 SHG,Mercedes-Benz,GLA,40
1179 WWS,Honda,Civic,51
5164 WPB,Hyundai,Tucson,77
1807 XHX,Toyota,Prius,45
7973 ZVS,Audi,Q5,53
5468 YDX,Renault,Captur,96
5702 GCW,Honda,Accord,96
9420 HTN,Honda,Civic,46
5838 SHF,Honda,CR-V,29
0469 FHD,Hyundai,i20,50
9144 MBP,Peugeot,2008,29
1677 PWM,Renault,Captur,27
8366 NBP,Honda,Civic,34
4613 WKC,Toyota,RAV4,57
7774 VVY,Mercedes-Benz,GLC,56
0691 PBW,Peugeot,3008,28
8821 TYD,Toyota,Prius,48
0499 MFB,Mercedes-Benz,E-Class,24
5187 FND,Ford,Explorer,61
6790 LRN,Peugeot,2008,43
8247 XDG,Audi,Q7,73
4842 HCM,Honda,CR-V,44
7063 NFD,Peugeot,2008,79
3500 JZH,Toyota,Prius,52
4759 JTG,Ford,Focus,63
9409 PYM,Toyota,RAV4,37
1757 WKH,BMW,X5,72
9045 GJX,BMW,M3,91
8743 WWZ,Volkswagen,Passat,59
8312 MPK,Ford,Mustang,54
7995 YKV,Ford,Focus,65
5860 FHD,Audi,A3,67
2908 DJM,Peugeot,208,55
1526 JXD,Ford,Explorer,94
5165 DPH,Ford,Focus,21
1526 HNZ,Volkswagen,Passat,58
0306 FXC,Honda,Civic,78
7659 YMT,Volkswagen,Passat,36
1216 MPH,Mercedes-Benz,C-Class,54
1897 GYR,Ford,Focus,63
6787 VKP,Audi,A3,31
3390 NHG,Audi,Q5,63
8738 GBD,BMW,i3,58
4218 DRT,BMW,X5,26
0644 YNP,Toyota,Yaris,78
5919 BTB,Volkswagen,Golf,46
2924 KXT,BMW,X3,63
3545 BSN,Toyota,Prius,80
1033 GLH,Honda,HR-V,56
0049 DJS,Peugeot,3008,99
2219 NKZ,Volkswagen,Golf,85
2311 MYX,Honda,Civic,76
6651 XWH,Peugeot,308,43
1741 MNK,Toyota,Yaris,94
8938 YPB,BMW,X5,66
7637 HML,BMW,X5,22
4819 LLM,BMW,X3,51
4575 YDC,Toyota,RAV4,71
0859 CTM,Toyota,RAV4,22
1846 SJK,Hyundai,Santa Fe,52
5358 PZN,Peugeot,308,75
3268 TKN,Renault,Captur,22
7429 LRM,Toyota,RAV4,74
8277 BFZ,Hyundai,i20,78
2947 CJV,Toyota,RAV4,22
9735 CXY,BMW,X5,85
0516 SCY,BMW,X5,46
4597 XKH,Renault,Captur,38
7223 SHS,Audi,Q5,48
7256 WFL,Hyundai,i30,58
1474 MBG,Audi,Q5,97
9829 DJV,Ford,Explorer,62
2977 WZL,Volkswagen,Polo,44
8400 KDZ,Peugeot,308,90
8526 GCR,BMW,M3,83
1816 YLL,Peugeot,2008,99
5424 RZZ,BMW,M3,23
4006 LJH,Honda,Accord,22
1927 DCV,Toyota,Corolla,60
2615 VVM,Honda,Civic,56
0410 LYP,BMW,i3,64
1147 NMH,Hyundai,Santa Fe,74
1330 JSN,Volkswagen,Polo,30
1098 MKP,Volkswagen,Tiguan,86
4070 WNB,Audi,A4,41
4376 CJF,Ford,Mustang,82
7979 FPD,Renault,Clio,48
3725 JDR,Hyundai,i20,57
4070 VLH,Renault,Kadjar,94
5536 FFG,Mercedes-Benz,C-Class,81
2501 LYW,Audi,A3,58
3357 PSL,Ford,Fiesta,95
5154 CBM,Audi,Q7,37
0558 CYP,Renault,Megane,87
4126 TZF,Honda,Civic,79
3659 GYB,BMW,i3,35
0891 MHX,Honda,Civic,53
4131 KRG,Renault,Kadjar,28
3224 YCT,Toyota,Yaris,29
5654 MHK,Hyundai,Santa Fe,67
0904 BFY,Mercedes-Benz,GLA,71
5030 GVR,Audi,Q7,76
9463 ZGY,Mercedes-Benz,C-Class,77
1498 HPK,Toyota,Corolla,95
9977 SKR,BMW,M3,29
7160 CJD,Audi,Q7,91
3076 JXD,Toyota,Yaris,78
2595 FHM,Hyundai,Santa Fe,89
4926 BKT,BMW,i3,22
9763 RYY,Volkswagen,Golf,40
3908 PRW,BMW,M3,24
1963 LWG,Mercedes-Benz,GLC,44
7053 CXL,Renault,Captur,81
1663 MSV,Mercedes-Benz,C-Class,73
8217 WCX,BMW,X3,35
5205 LXB,Audi,A3,49
6504 TKR,Ford,Focus,25
4852 ZVV,Mercedes-Benz,GLA,25
9185 ZJT,Volkswagen,Passat,98
1579 ZKJ,BMW,X3,24
8863 FYM,Volkswagen,Golf,42
2509 NJY,Mercedes-Benz,C-Class,57
9514 CBT,Audi,Q5,21
6803 DYD,Peugeot,2008,45
2670 LLX,Peugeot,308,61
2960 DKG,Mercedes-Benz,GLA,68
4039 RSG,Hyundai,Tucson,99
7033 YNH,BMW,X3,48
9049 ZCZ,Peugeot,3008,55
7890 JFZ,Renault,Kadjar,94
4295 XPW,Mercedes-Benz,C-Class,38
4043 CSK,Ford,Mustang,48
5763 GNC,Renault,Kadjar,94
1244 TYL,Renault,Kadjar,88
2429 VVH,Mercedes-Benz,GLC,47
2892 GFR,Mercedes-Benz,GLC,31
5395 RZT,Renault,Clio,89
1592 RXP,Volkswagen,Polo,88
8510 TNK,Honda,CR-V,98
0055 HFZ,Peugeot,208,100
4626 LST,Toyota,RAV4,100
8379 BVY,Peugeot,308,100
0629 YTG,Volkswagen,Tiguan,93
4974 JRF,Renault,Captur,73
1682 XRD,Ford,Explorer,63
5583 SZG,Ford,Fiesta,84
5957 HPR,BMW,X5,20
6809 WGS,Honda,Civic,83
0747 SGH,Honda,Civic,29
4742 VSJ,Mercedes-Benz,C-Class,76
1365 DNF,Audi,Q7,93
1877 CRV,Mercedes-Benz,GLA,68
6820 FDT,Ford,Fiesta,93
1987 TRM,Mercedes-Benz,C-Class,66
0022 MKY,Peugeot,2008,81
7549 HJS,Hyundai,Tucson,32
9637 DVZ,Mercedes-Benz,E-Class,62
9942 CGV,Peugeot,308,96
7185 YHD,BMW,X3,75
7941 CBK,Peugeot,208,66
8187 RMF,Toyota,Corolla,74
4510 DMD,BMW,X5,80
3549 LYV,Ford,Fiesta,68
9381 JJF,BMW,X3,30
0343 PXX,Volkswagen,Passat,81
6241 NTL,Hyundai,i30,81
9542 YSG,Renault,Captur,64
2306 SXZ,Honda,HR-V,79
9985 KTM,Audi,A3,58
3178 ZMX,Hyundai,i20,20
4821 LJN,Toyota,Yaris,60
3188 VZF,Renault,Megane,93
0046 KPG,Volkswagen,Passat,56
3408 GHB,BMW,X3,65
3466 TGW,Audi,Q5,25
8487 CSC,Ford,Focus,32
3111 JTB,Renault,Clio,65
6966 KXS,Volkswagen,Passat,47
0118 DYZ,Audi,Q5,64
0198 YMV,Renault,Clio,25
9643 MYK,Audi,A4,85
6659 JVW,Hyundai,i30,71
0058 KXT,Peugeot,208,26
7404 WNC,BMW,M3,99
3739 CNG,Volkswagen,Tiguan,81
0813 CXZ,Honda,Civic,89
7475 NNF,Ford,Fiesta,25
4692 SNN,Mercedes-Benz,GLA,62
5762 BZL,Hyundai,i30,45
0768 ZBK,Mercedes-Benz,GLA,84
5727 WCT,Ford,Fiesta,80
4362 JLL,Audi,Q5,23
9208 ZJS,Peugeot,208,85
1469 FWL,Honda,HR-V,95
7959 NDX,Toyota,RAV4,71
5195 JRH,Volkswagen,Golf,98
7117 YKV,BMW,i3,97
1097 NDF,Volkswagen,Tiguan,65
0567 VNS,BMW,X5,51
2870 FBF,Honda,Civic,49
6333 BJJ,Hyundai,Santa Fe,45
3609 BLC,Peugeot,3008,87
0438 LXV,BMW,X3,50
4203 WXS,Volkswagen,Golf,52
7483 NZY,Peugeot,308,79
0403 GJF,Hyundai,i30,35
4325 KFP,Renault,Kadjar,38
0211 HBH,Ford,Fiesta,64
4917 CRT,Honda,Civic,36
2815 LRV,Peugeot,308,65
4818 YWL,Toyota,RAV4,43
5508 GFL,Audi,A4,42
8669 GZL,Peugeot,308,54
7902 KMG,Ford,Fiesta,73
1660 NXD,Honda,CR-V,51
7527 MTG,Ford,Explorer,98
9635 NLY,Honda,CR-V,25
5263 GLT,Volkswagen,Tiguan,78
1599 TNS,Honda,Civic,59
4585 NBG,Honda,HR-V,67
6037 SCP,Honda,Accord,82
3766 VZY,Audi,Q7,72
5579 TRK,Toyota,Prius,90
3248 XMS,BMW,M3,96
7791 YYT,Mercedes-Benz,GLC,34
2975 CXC,Volkswagen,Golf,70
2220 JDV,Hyundai,i20,52
9714 ZGB,Audi,A4,52
3070 HPT,Toyota,RAV4,20
1465 DZJ,Hyundai,Santa Fe,81
1876 YGB,Toyota,Yaris,40
8885 NPY,Audi,Q5,52
2652 FJY,Volkswagen,Polo,36
6191 HDV,Peugeot,308,50
6313 FML,Peugeot,2008,85
3773 JCD,Mercedes-Benz,C-Class,92
2459 HWC,BMW,X5,56
8064 ZRB,Mercedes-Benz,GLA,50
4750 VCN,Mercedes-Benz,E-Class,56
5262 KFY,Renault,Megane,23
7241 BLT,Mercedes-Benz,C-Class,29
7115 VZH,Peugeot,308,20
9445 PFV,Hyundai,i30,52
4523 KKS,Hyundai,i30,36
7507 HMB,Ford,Fiesta,77
2115 HNM,Hyundai,Tucson,63
1304 WTT,Ford,Mustang,80
9868 GMF,Volkswagen,Tiguan,72
4262 VMB,Renault,Captur,61
4745 VCL,Volkswagen,Tiguan,33
6522 WDC,Volkswagen,Tiguan,79
3021 XWM,Ford,Mustang,77
8979 KHD,Honda,CR-V,73
4449 KDY,Peugeot,208,33
6242 HNM,Mercedes-Benz,GLC,32
5838 FMV,Renault,Kadjar,42
7544 ZHJ,Hyundai,i20,72
2909 XBV,Peugeot,2008,64
5794 VMX,Hyundai,Santa Fe,96
3577 CMK,Honda,Civic,91
1608 LSY,Volkswagen,Tiguan,61
3995 HRZ,BMW,M3,64
7232 SJM,BMW,M3,55
8733 MPD,Honda,CR-V,25
8890 RNW,BMW,X3,34
6607 XPS,Toyota,RAV4,25
9429 STY,Audi,Q7,52
3016 XTL,Volkswagen,Passat,31
2173 WJN,Toyota,Prius,31
1947 PXP,Mercedes-Benz,GLA,46
3921 NHF,Honda,Civic,41
8792 ZGK,Mercedes-Benz,C-Class,88
9157 ZNG,Audi,Q7,24
4393 ZHH,BMW,i3,78
1682 WDS,Renault,Kadjar,27
0169 YZB,Toyota,Corolla,26
6318 HXX,Honda,Accord,92
9258 VDR,Hyundai,Tucson,82
7284 NNY,BMW,X3,47
1782 NZT,Hyundai,i20,59
8057 FMY,Volkswagen,Passat,23
3534 TTP,Honda,Accord,42
6274 JWY,Hyundai,Santa Fe,93
8996 NFJ,Hyundai,i20,91
0947 HYG,Peugeot,208,46
2526 BWM,Toyota,Prius,44
9455 MHH,Ford,Explorer,71
5051 JSF,Audi,A4,31
2879 NPT,Hyundai,i20,31
0911 HRF,Honda,Accord,30
8162 LSL,Peugeot,2008,61
7621 SHP,Audi,A4,73
8927 PFX,Volkswagen,Passat,21
9001 LLH,Ford,Mustang,52
6933 JFW,Renault,Kadjar,66
6480 LGL,BMW,i3,54
7126 RFH,Audi,A3,36
6109 GMW,Honda,HR-V,78
3816 KNZ,Mercedes-Benz,GLA,43
2245 SBD,Hyundai,Tucson,57
3021 DVW,BMW,X5,55
2588 JCX,Ford,Focus,65
